3.33,1.80,1.14,0.65,12.06
4.00,1.79,1.12,0.64,11.88
4.00,1.77,1.13,0.64,11.94
3.33,1.76,1.12,0.64,11.80
4.00,1.77,1.12,0.64,11.83
3.33,1.77,1.12,0.64,11.33
4.00,1.74,1.04,0.61,7.02
3.33,1.50,0.95,0.56,7.94
3.33,1.19,0.67,0.45,8.08
2.67,1.19,0.75,0.45,8.78
3.33,1.21,0.77,0.46,8.06
2.67,1.22,0.78,0.46,8.05
3.33,1.18,0.71,0.43,6.87
2.67,0.97,0.56,0.38,6.68
2.67,0.83,0.47,0.34,5.67
2.00,0.72,0.42,0.30,5.81
2.67,0.61,0.35,0.26,5.58
2.00,0.51,0.27,0.22,5.78
1.33,0.45,0.25,0.19,5.66
2.00,0.34,0.20,0.16,5.64
1.33,0.26,0.14,0.13,4.12
1.33,0.17,0.04,0.10,3.51
0.67,0.09,0.00,0.07,3.10
0.67,0.05,-0.01,0.05,2.84
0.67,0.03,-0.01,0.04,2.73
0.00,0.01,-0.01,0.04,2.67
0.00,0.01,-0.00,0.03,2.64
0.00,0.01,-0.00,0.03,2.62
0.00,0.01,-0.00,0.03,2.62
0.00,0.00,-0.00,0.03,2.61
0.00,0.00,-0.00,0.03,2.61
0.00,0.00,0.00,0.03,2.59
0.00,0.00,0.00,0.03,2.59
0.00,0.00,0.00,0.03,2.59
0.00,0.00,0.00,0.02,2.59
0.00,0.00,0.00,0.02,2.59
0.00,0.00,0.00,0.02,2.59
0.00,0.00,0.00,0.02,2.59
0.00,0.00,0.00,0.02,2.59
0.00,-0.00,0.00,0.02,2.61
0.00,-0.00,0.00,0.03,2.61
0.00,-0.00,-0.00,0.03,2.59
0.00,-0.00,-0.00,0.03,2.59
0.00,-0.00,-0.00,0.03,2.61
0.00,-0.00,-0.00,0.03,2.59
0.00,-0.00,-0.00,0.03,2.59
0.00,-0.00,-0.00,0.03,2.59
0.00,-0.00,-0.00,0.03,2.59
0.00,-0.01,-0.00,0.03,2.59
0.00,-0.01,-0.00,0.03,2.59
0.00,-0.01,-0.00,0.03,2.59
0.00,-0.01,-0.00,0.03,2.59
0.00,-0.01,-0.00,0.03,2.59
0.00,-0.01,-0.00,0.03,2.59
0.00,-0.01,0.00,0.03,2.59
0.00,-0.00,0.00,0.02,2.59
0.00,-0.00,0.00,0.02,2.59
0.00,-0.00,0.00,0.02,2.59
0.00,-0.00,0.00,0.02,2.59
0.00,-0.00,0.00,0.02,2.59
0.00,-0.00,0.00,0.02,2.59
0.00,-0.00,0.00,0.02,2.59
0.00,-0.00,0.00,0.01,2.59
0.00,-0.00,0.00,0.01,2.59
0.00,-0.00,0.01,0.01,2.59
0.00,-0.00,0.01,0.01,2.59
0.00,-0.00,0.01,0.01,2.59
0.00,0.00,0.01,0.01,2.59
0.00,0.00,0.01,0.01,2.59
0.00,0.00,0.01,0.01,2.61
0.00,0.00,0.01,0.01,2.59
0.00,0.00,0.01,0.01,2.59
0.00,0.00,0.01,0.01,2.61
0.00,0.00,0.01,0.01,2.61
0.00,0.00,0.01,0.01,2.61
0.00,0.00,0.01,0.01,2.61
0.00,0.00,0.01,0.01,2.61
0.00,0.00,0.01,0.01,2.61
0.00,0.00,0.01,0.01,2.61
